-19.27300555 -18.23689836 1
-20.10683994 -20.7140554 1
-21.39655338 -22.39787359 1
-20.80218782	-18.52143936	1
-18.09247188	-21.30101061	1
-17.48204155	-22.07732586	1
-21.51863715	-19.82882077	1
-18.99959574	-20.15332141	1
-21.72940333	-22.82253465	1
-18.77699057	-18.48419054	1
-22.72630941	-18.6343421	1
-18.52824073	-16.51343427	1
-23.81422182	-20.53984049	1
-21.11780444	-17.55461215	1
-17.26135506	-20.11268512	1
-21.83578191	-19.97722901	1
-25.21814241	-20.79383119	1
-24.07482299	-17.42124945	1
-23.14312574	-19.19722441	1
-19.92820477	-18.19313006	1
-21.78034826	-21.62083901	1
-20.77782831	-21.25776646	1
-19.07910084	-18.28864639	1
-20.10447011	-21.74696152	1
-17.22146436	-21.21070952	1
-20.98831499	-18.12423369	1
-19.80188889	-20.82121106	1
-19.53472488	-21.47662093	1
-20.07112512	-19.5284164	1
-21.36657995	-22.38922259	1
-18.76614297	-19.69702697	1
-17.10206077	-20.57763775	1
-22.40055925	-20.49777602	1
-21.58110507	-20.73134814	1
-23.05891537	-22.08231422	1
-21.37988772	-17.96686663	1
-19.95376939	-20.93994486	1
-17.29064484	-20.19931755	1
-21.75161566	-20.00828819	1
-20.23733722	-19.36787841	1
-19.27330407	-20.40163124	1
-20.87657734	-21.3813316	1
-18.46788343	-21.83328058	1
-19.3342435	-23.03138668	1
-18.20566796	-20.22609997	1
-18.07258557	-17.4328169	1
-18.86866122	-22.18862006	1
-23.21468747	-20.29159854	1
-21.52028218	-19.73030242	1
-20.64725779	-20.86806853	1
-16.76377975	-17.86898325	1
-18.8709664	-19.17289584	1
-20.89983515	-23.32520415	1
-20.12549109	-16.05904388	1
-19.94831556	-20.22650535	1
-20.98574622	-19.20769037	1
-21.49451584	-17.90159645	1
-21.42448083	-18.8930157	1
19.3305714	23.33492193	2
19.0762423	17.90336672	2
17.00387634	21.21477464	2
17.94281764	23.37334184	2
21.54870378	20.21663622	2
19.66853887	17.80555984	2
19.71228386	19.26733922	2
19.93354572	21.34388484	2
19.54494391	18.5934514	2
23.54727366	18.02441793	2
23.61055681	18.08616603	2
19.38454151	17.99186804	2
21.56588912	17.34172098	2
20.5456733	20.47075505	2
21.63704108	18.42946823	2
22.78844728	19.69709017	2
19.04375848	22.83132601	2
19.0801581	17.45977293	2
19.41146188	19.28811702	2
16.74509948	19.79958744	2
22.97864041	23.34713438	2
22.74560468	21.68677041	2
23.20371914	23.67096884	2
18.33963758	18.90436626	2
22.73306505	22.86009112	2
19.99034626	23.29825882	2
23.35298719	22.87754277	2
15.54460214	20.48485659	2
20.63320912	20.31040619	2
18.32677806	20.3980835	2
15.60177317	19.64137295	2
20.38354151	19.46919792	2
21.56690692	22.24032368	2
16.00345982	15.3456935	2
24.65617121	19.99734447	2
18.90237502	24.50089483	2
17.44651329	21.25447265	2
16.30839121	20.99714382	2
18.90742517	22.53147918	2
19.58656657	19.97849769	2
21.69093294	22.25335184	2
21.39187265	20.47992094	2
20.4950625	20.49989532	2
21.81105411	20.03796183	2
18.94877223	18.77033304	2
17.4480236	18.3862722	2
18.56057138	18.64156504	2
18.75922425	18.95209048	2
22.80959148	19.87036458	2
21.73052884	20.20685165	2
21.74721196	19.41542251	2
18.01739447	21.99653405	2
20.96527394	18.85246213	2
20.49056745	19.54754635	2
21.18180309	17.69571808	2
17.95636719	16.51393843	2
19.03541247	19.5735785	2
20.6384069	-19.13239763	4
21.97971797	-20.86077389	4
21.34543655	-21.55191425	4
19.70922957	-20.44041018	4
18.63440135	-18.58930183	4
22.91270702	-21.25915292	4
19.15977799	-20.01307434	4
19.16201174	-20.82612097	4
15.67963876	-19.00616681	4
23.5229701	-18.56368956	4
22.26554557	-18.97259195	4
20.56224916	-17.1417317	4
16.82091547	-20.47911399	4
19.27233609	-20.84608169	4
20.31692611	-19.51328675	4
21.03149723	-21.02472665	4
18.64482859	-23.58667495	4
20.81357294	-19.79551341	4
21.07122198	-19.08967262	4
20.05711624	-17.44390023	4
22.52337403	-19.19694457	4
22.52783574	-20.24226472	4
19.62787369	-23.81849713	4
18.62655531	-19.03830931	4
18.02346034	-20.80637529	4
17.74490851	-18.97842586	4
22.57877361	-23.81450485	4
21.86198495	-19.31698631	4
21.77097228	-21.55157071	4
19.3938652	-21.95426702	4
19.82701191	-18.58888298	4
22.76939543	-21.22563487	4
19.63746331	-21.22943763	4
20.68322097	-23.55175992	4
20.64631973	-18.80403237	4
21.46256404	-20.07047728	4
19.1440157	-17.01823466	4
19.63325325	-24.97489385 4
20.00416723	-20.15184956 4
18.08217472	-20.68047759 4
20.77917704	-19.10542693 4
19.33549072	-17.76647906 4
22.47109964	-21.05363814 4
19.23332939	-20.21870089 4
23.23704048	-20.77623319 4
19.27999504	-16.97360944 4
15.97456403	-17.19834677 4
20.44087995	-19.34962166	4
18.68461112	-23.35332405	4
22.08629373	-20.88784106	4
19.17359987	-16.75147545	4
20.81407411	-19.80912993	4
20.33902992	-19.20808762	4
22.06700025	-17.69788763	4
20.73331687	-19.66915113	4
21.70211681	-19.46260541	4
18.93330694	-17.5098013	4
22.11029115	-21.05050111	4
23.15483293	-21.10892588	4
20.12870503	-22.07033635	4
20.81196738	-16.56881415	4#
